,index,sentence,old_model_label,pred_label
5954,5954, jetblue thank you am your new big fan ,2,
5955,5955, usairways m glad too but should not have to spend an hour to try and track down the basic information that you already have available ,0,
5956,5956, usairways you have most likely lost my business terrible experience too many times stuck on tarmac and last min cancelled flightled flights done,0,
5957,5957, southwestair fly swa lot always purchase eb and never past a30 rethinking the swa process very misleading ,0,
5958,5958, united is by far the worst airline ve ever had the misfortune of flying with in all the 44 countries ve flown to it outrageous ,0,
5959,5959, united do you have any flights with lie flat seating from stl to pdx around the date of march 5 ,1,
5960,5960, southwestair for my travel see bz class and get away are sld out anytime is available how do know how many anytime are available ,1,
5961,5961, jetblue waiting for flight to fl for 1 2 marathon tmrw 4 charity bumped us 2a late flightr flight amp then cancelled flightled it how can you fix this ,0,
5962,5962, americanair where do look for cabin crew vacancies ,1,
5963,5963, americanair how hard is it to have catering ready to go ,0,
5964,5964, jetblue all they said was delayed due to mechanical issues m looking for something little more specific ,0,
5965,5965, americanair guy try right ,1,
5966,5966, usairways flight 413 my carryon is missing stollen off plane or left at gate worst customer service doesn seem to be anyone concern ,0,
5967,5967, united just checking in again what is the status of our claim it is going on 2 months with no attention to this we are very upset ,0,
5968,5968, united do serve peanuts nuts on yr flights yr policies confusing contradictory advice pls help anaphylaxis will ask those 2 refrain ,1,
5969,5969, united learn to hold connections they texted me there is another flight late flightr my connection hasn left and were pulling into the gate,0,
5970,5970, united there was 20 min to departure no one waiting on being pressed ground staffer threatened do you want to get to sf today fail,0,
5971,5971, usairways flight 1777 has been waiting for 30 minutes at rsw waiting for weight balance clearance come on let us leave ,0,
5972,5972, southwestair shout out to the flight 4386 crew for taking amazing care of us on our double down flight thankyou,2,
5973,5973, usairways still irritated that our well planned and booked return was messed with amp with no warning ,0,
5974,5974, united ua1534 has now had 11 different departure times wtf make up your mind ,0,
5975,5975, southwestair grand total from landing to getting bag one hour that very sad ,0,
5976,5976, virginamerica spruce moose ,1,
5977,5977, southwestair sure please follow me so can do so ,1,
5978,5978, usairways need to speak with live person ve had it with the recordings was told on sat that we have our luggage by yest ,0,
5979,5979, usairways app is the worst one for airlines can do anything once your original flight time has gone by useless ,0,
5980,5980, southwestair its cool that my bags take bit longer dont give me baggage blue balls turn the carousel on tell me it coming then not ,0,
5981,5981, united in the process of recovering their car rental condo rental in florida they called united for an alternate flight noanswer,0,
5982,5982, jetblue punta cana to enjoy weather see my wifes family,1,
5983,5983, southwestair poteettj had to fly delta mco gt cmh for 400 c we cldnt reach swa to reroute swa 3104 cancelled flightlation voucher wld help ,0,
5984,5984, southwestair planning family trip to orlando in may and trying to figure out when to book to get the best rate any suggestions ,1,
5985,5985, southwestair m trying to change family vacation due to measles outbreak and haven been able to get anyone on the phone any help ,0,
5986,5986, usairways you re really fudgin up with all these delays justwantmybed,0,
5987,5987, usairways need to learn operations sit plane overnight at gsp and not realize there a mech problem then delay flight 3 1 2 hours ,0,
5988,5988, jetblue okayyyy but had huge irons on way out promise no shenanigans ,1,
5989,5989, united exhausted amp frustrated link to fb post abt my travel issue https co larkc8vc4s,0,
5990,5990, usairways that where we are now thank you ,2,
5991,5991, united it is too late flight for reflight booking problems now it is morning already and no longer need hotel room,0,
5992,5992, united booked flight yesterday appeared in my account confirm email but since few hours all disappeared and err no segment in this ,0,
5993,5993, americanair thanks delivery status ,2,
5994,5994, usairways americanair suggestions been on hold 2 hrs for flight that is now about to pass departure dealing ny weather need change,0,
5995,5995, usairways can you help chairman am on flight 686 phx connect 599 sjc will miss connection can you reroute please ,1,
5996,5996, usairways stephenrodrick your team needs to build capacity,0,
5997,5997, usairways horrible experience to key west lost luggage called to check amp was told not to call back reconsidering my flight back,0,
5998,5998, southwestair this is ridiculous it been 2 hours on hold to rebook cancelled flightled flight ,0,
5999,5999, americanair was just called abt my flight cancelled flightlation flight that was cancelled flightled at 10 30a sunday two 4 00a calls are not okay ,0,
6000,6000, americanair half hour late flight leaving dfw no attempt at an explanation,0,
6001,6001, jetblue m trying to add my 2012 flights to my badges account but don see an option help plz ,0,
6002,6002, usairways us 728 stated their issues as no one around to close said door more strange now we re not hearing from pilot for long periods ,0,
6003,6003, usairways the airline is embarrassing itself get that bad weather isn your fault but your response to it couldn have been worse ,0,
6004,6004, united just confirmed seat crisis averted beers won be missed now,2,
6005,6005, jetblue our fleet on fleek http co ar0vaylmfc really jet blue lmao,1,
6006,6006, jetblue just learning about your famous apology in social media marketing is twitter an asset for jet blue now phd_mama_,0,
6007,6007, southwestair just reading your boarding policy we re group of 8 travellers with kids ranging from 3 10 is it possible to sit together ,1,
6008,6008, southwestair times change guess http co osox9h7fwy,1,
6009,6009, jetblue false agent let us do an extra leg room upgrade for but not upgrade to mint poor business practices badcustomerservice,0,
6010,6010, united you know what would be awesome providing us with complimentary entertainment on your flights especially those longer than 6 hours ,1,
6011,6011, southwestair so for an extra luggage it cost 75 ,0,
6012,6012, usairways your rude staff said don care that we are out of market place food you re going on vacation and have to work nice huh,0,
6013,6013, jetblue offers hot tea and coffee at the gate you guys make me wonder why have ever flown any other airlines ,2,
